Churchkey Pilsner Style Beer;American Pilsner;4.9
First Press;Cider;5.0
Magic Apple;Cider;5.0
Cubano Espresso;Bock;5.5
Operation Homefront;American IPA;6.2
Wandering Pelican;American Black Ale;8.2
Sugar Plum;American Brown Ale;5.5
Oktoberfest;Märzen / Oktoberfest;5.5
Puppy's Breath Porter;American Porter;6.0
Happening Now;American IPA;4.5
"Hopped on the High Seas (Hop #529)";American IPA;7.000000000000001
Hopped on the High Seas (Calypso);American IPA;7.000000000000001
Wiregrass Post-Prohibition Ale;American Pale Ale (APA);6.3
Dry-Hopped On The High Seas Caribbean-Style IPA;American IPA;7.000000000000001
Hopped on the High Seas (Citra);American IPA;7.000000000000001
Hopped on the High Seas (Ahtanum);American IPA;7.000000000000001
Gwar Beer;American Pale Ale (APA);5.5
Tropical Heatwave;American Pale Wheat Ale;5.2
Humidor Series India Pale Ale;American IPA;7.5
Jai Alai IPA Aged on White Oak;American IPA;7.5
José Martí American Porter;American Porter;8.0
Invasion Pale Ale;American Pale Ale (APA);5.0
Maduro Brown Ale;English Brown Ale;5.5
Maduro Brown Ale;American Brown Ale;5.5
Hotter Than Helles Lager;Munich Helles Lager;5.0
Tocobaga Red Ale;American Amber / Red Ale;7.200000000000001
Jai Alai IPA;American IPA;7.5
Florida Cracker Belgian Wit;Witbier;5.0
Shark Tracker Light lager;Light Lager;4.8
Pumple Drumkin;Pumpkin Ale;6.0
Grey Lady;Witbier;4.5
Summer of Lager;Munich Helles Lager;6.2
Indie Pale Ale;American IPA;6.5
Sankaty Light Lager;Light Lager;3.8
Whale's Tale Pale Ale;English Pale Ale;5.6
Jacaranada Rye IPA;American IPA;6.7
Cascadian Dark Ale;American Black Ale;6.0
Wheat the People;American Pale Wheat Ale;4.4
Tybee Island Blonde;American Blonde Ale;4.7
Savannah Brown Ale;American Brown Ale;6.2
Rhode Island Blueberry;Kölsch;4.6
Newport Storm IPA;American IPA;6.5
Hurricane Amber Ale (2004);American Amber / Red Ale;5.2
Hurricane Amber Ale;American Amber / Red Ale;5.2
Big Blue Van;Fruit / Vegetable Beer;5.8
Des Moines IPA;American IPA;6.800000000000001
Capital Gold Golden Lager;German Pilsener;4.8
Farmer John's Multi-Grain Ale;American Blonde Ale;5.6
Behemoth;American Pilsner;5.0
Arkansas Red;American Amber / Red Ale;5.2
Core Oatmeal Stout;Oatmeal Stout;5.7
Core ESB;Extra Special / Strong Bitter (ESB);6.1
Chester's Beer (2005);American Pale Lager;3.8
Heiner Brau Kölsch;Kölsch;5.0
Trigger Blonde Ale;American Blonde Ale;4.8
Crabtree Oatmeal Stout;Oatmeal Stout;7.5
Eclipse Black IPA;American Black Ale;7.7
Neomexicanus Native;American Pale Ale (APA);6.0
Old Soul;Belgian Strong Pale Ale;7.5
Snowcat Coffee Stout;American Stout;5.9
WinterWonderGrass Festival Ale;American Amber / Red Ale;0.0
Boohai Red Ale;American Amber / Red Ale;0.0
Lava Lake Wit;Witbier;5.2
Mountain Livin' Pale Ale;American Pale Ale (APA);6.0
Crazy Mountain Amber Ale;American Amber / Red Ale;5.2
Tropicalia;American IPA;6.5
Athena;Berliner Weissbier;4.5
Aviator Raspberry Blonde;American Blonde Ale;4.9
3 Picket Porter;American Porter;5.5
Rusty Nail Pale Ale;American Pale Ale (APA);5.6
Red Water Irish Style Red;American Amber / Red Ale;6.5
Mjöllnir;Herbed / Spiced Beer;6.6000000000000005
Bear Butte Nut Brown Ale;American Brown Ale;5.5
Easy Livin' Summer Ale;American Blonde Ale;4.5
Canyon Cream Ale;Cream Ale;5.5
Pile O'Dirt Porter;American Porter;6.9
11th Hour IPA;American IPA;6.0
South Ridge Amber Ale;American Amber / Red Ale;6.0
Summertime Ale;Kölsch;5.2
Lost River Blonde Ale;American Blonde Ale;4.9
Monon Wheat;Witbier;5.4
Floyd's Folly;Scottish Ale;8.0
Half Court IPA;American IPA;6.3
Geary's Pale Ale;English Pale Ale;4.5
Geary's Summer Ale;Kölsch;6.0
Stone of Arbroath;Scotch Ale / Wee Heavy;8.0
The Tradition;American Blonde Ale;5.0
El Hefe Speaks;Hefeweizen;5.3
Penn Quarter Porter;American Porter;5.5
On the Wings of Armageddon;American Double / Imperial IPA;9.2
The Corruption;American IPA;6.5
The Citizen;Belgian Pale Ale;7.000000000000001
The Public;American Pale Ale (APA);6.0
Dank IPA;American IPA;6.5
Dank IPA (2012);American IPA;6.5
Lift Off IPA;American IPA;7.200000000000001
BrewFarm Select Golden Lager;American Pale Lager;5.5
Sprocket Blonde Ale (2006);American Blonde Ale;5.0
Sprocket Pale Ale (2006);American Pale Ale (APA);5.0
Dead Armadillo Amber Ale;American Amber / Red Ale;6.3
Neato Bandito;Euro Pale Lager;6.0
Oak Cliff Coffee Ale;American Brown Ale;7.5
Dream Crusher Double IPA;American Double / Imperial IPA;8.5
Deep Ellum Pale Ale;American Pale Ale (APA);6.0
Double Brown Stout;Baltic Porter;7.000000000000001
Farmhouse Wit;Saison / Farmhouse Ale;4.8
Rye Pils Session Lager;German Pilsener;4.6
Dallas Blonde;American Blonde Ale;5.2
Deep Ellum IPA;American IPA;7.000000000000001
Thrasher Session India Pale Ale;American IPA;4.5
Gutch English Style Mild Ale;English Pale Mild Ale;5.0
Chuli Stout;Irish Dry Stout;5.9
Mother Ale;American Blonde Ale;5.6
Twister Creek India Pale Ale;American IPA;6.5
Single Engine Red;Irish Red Ale;5.8
Incredible Pedal IPA;American IPA;7.000000000000001
Graham Cracker Porter;American Porter;5.0
Mirror Pond Pale Ale;American Pale Ale (APA);5.0
Weissenheimer;Hefeweizen;5.2
Abbey's Single (2015- );Abbey Single Ale;4.9
Vertex IPA;American IPA;6.3
Here Gose Nothin';Gose;5.0
Strawberry Blonde;Fruit / Vegetable Beer;5.0
Hoperation Overload;American Double / Imperial IPA;9.6
Abbey's Single Ale (Current);Abbey Single Ale;4.9
Bravo Four Point;American Pale Ale (APA);4.4
Striped Bass Pale Ale;American Pale Ale (APA);5.2
Deadicated Amber;American Amber / Red Ale;5.4
Kaleidoscope Collaboration 2012;American Black Ale;0.0
California Sunshine Rye IPA;American IPA;7.1
Full Boar Scotch Ale;Scotch Ale / Wee Heavy;7.400000000000001
12 Man Pale Ale;American Pale Ale (APA);4.5
Filthy Hoppin' IPA;American IPA;6.5
Dock Street Amber Beer (1992);American Amber / Red Ale;0.0
Dolores River Hefeweizen;Hefeweizen;0.0
Dolores River ESB;Extra Special / Strong Bitter (ESB);0.0
Snaggletooth Double Pale Ale;American Double / Imperial IPA;0.0
Dolores River Pale Ale;American Pale Ale (APA);0.0
Dolores River Dry Stout;Irish Dry Stout;0.0
Dolores River Mild;English Dark Mild Ale;0.0
Cranberry Blend;Cider;4.9
Orignal Blend;Cider;5.1
Hop Abomination;American IPA;6.6000000000000005
Apricot Blonde;Fruit / Vegetable Beer;5.1
Dry Dock Hefeweizen;Hefeweizen;4.3
Dry Dock Amber Ale;American Amber / Red Ale;5.8
Category 3 IPA;American IPA;6.1
Dundee Summer Wheat Beer;American Pale Wheat Ale;4.5
Pumpkin Patch Ale;Pumpkin Ale;5.0
Crank Yanker IPA;American IPA;7.8
River Runners Pale Ale;American Pale Ale (APA);6.0
Pumpkin Patch Ale (2012);Pumpkin Ale;5.0
Mountain Fairy Raspberry Wheat;Fruit / Vegetable Beer;5.5
Boater Beer;German Pilsener;4.5
Crank Yanker IPA (2011);American IPA;7.8
Bleeding Buckeye Red Ale;Extra Special / Strong Bitter (ESB);5.7
Dottie Seattle Lager;American Amber / Red Lager;4.9
Nut Sack Imperial Brown Ale;American Brown Ale;7.000000000000001
Underachiever;American Adjunct Lager;5.0
Lil' Brainless Raspberries;Fruit / Vegetable Beer;5.2
Element 29;American Pale Ale (APA);5.2
Hop Syndrome;American Pale Lager;5.0
Escape to Colorado;American IPA;6.2
Little Sister India Style Session Ale;American IPA;4.3
Country Boy IPA;American IPA;6.2
Blonde Czich;American Blonde Ale;4.9
White Reaper;Belgian IPA;7.000000000000001
Bobblehead;American Pale Wheat Ale;5.1
Lucky Dog;American Pale Ale (APA);5.2
Voodoo;American Porter;4.8
General George Patton Pilsner;Czech Pilsener;5.4
Nomader Weiss;Berliner Weissbier;4.0
Molotov Lite;American Double / Imperial IPA;8.5
Hipster Ale (Two Roads Brewing);American Pale Ale (APA);5.5
Bikini Beer;American IPA;2.7
Hipster Ale (Westbrook Brewing);American Pale Ale (APA);5.5
Iron Horse Pale Ale;American Pale Ale (APA);5.0
Stone's Throw IPA;Scottish Ale;4.5
Wood Chipper India Pale Ale;American IPA;6.7
Trail Head;American Pale Ale (APA);6.3
Hop Stalker Fresh Hop IPA;American IPA;7.000000000000001
Sudice American Stout;American Stout;7.000000000000001
Parcae Belgian Style Pale Ale;Belgian Pale Ale;5.0
Norns Roggenbier;Roggenbier;5.0
Laimas Kölsch Style Ale;Kölsch;5.0
Moirai India Pale Ale;American IPA;7.000000000000001
Loki Red Ale;American Amber / Red Ale;7.5
Peaches & Cream;Fruit / Vegetable Beer;4.6
Quaff India Style Session Ale;American IPA;5.1
Loki Red Ale (2013);American Amber / Red Ale;7.5
Mjolnir Imperial IPA;American Double / Imperial IPA;6.9
Fearless Scottish Ale;Scottish Ale;5.0
Mastermind;American Double / Imperial IPA;8.1
Hyzer Flip;American Double / Imperial IPA;8.2
Second Fiddle;American Double / Imperial IPA;8.2
Hodad Porter;American Porter;5.5
Weiss Weiss Baby;Kristalweizen;4.5
Czech Yo Self;Czech Pilsener;5.5
FMB 101;Kölsch;4.8
Hardcore Chimera;American Double / Imperial IPA;9.0
Sobek & Set;American Black Ale;8.0
Nuclear Winter;Belgian Strong Dark Ale;8.6
Wet Hot American Wheat Ale;American Pale Wheat Ale;5.0
Secret Stache Stout;American Stout;5.3
Fascist Pig Ale;American Amber / Red Ale;8.0
Cut Throat Pale Ale;American Pale Ale (APA);5.5
Threadless IPA;American IPA;7.5
Cut Throat Pale Ale (2011);American Pale Ale (APA);5.5
Golden Wing Blonde Ale;American Blonde Ale;4.7
Easy Jack;American IPA;4.5
Union Jack;American IPA;7.5
Pivo Pils;German Pilsener;5.3
805 Blonde Ale;American Blonde Ale;4.7
805;American Blonde Ale;4.7
Deflator;Doppelbock;6.5
Hinchtown Hammer Down;American Blonde Ale;5.0
Half Cycle IPA;American IPA;6.0
Inclined Plane Ale;American IPA;0.0
Moped Traveler;American Pale Ale (APA);5.5
Snake Dog IPA;American IPA;7.1
Underdog Atlantic Lager;American Pale Lager;4.7
Flying Mouse 8;American Porter;4.0
Flying Mouse 4;American IPA;7.000000000000001
La Ferme Urbaine Farmhouse Ale;Saison / Farmhouse Ale;7.8
Backyahd IPA;American IPA;6.0
Raincloud Robust Porter;American Porter;6.5
Barstool American Golden Ale;American Blonde Ale;4.5
What the Butler Saw;Witbier;5.0
1916 Shore Shiver;American IPA;6.9
Quick WIT;Belgian Pale Ale;5.2
The Optimist;American IPA;6.2
Suicide Squeeze IPA;American IPA;4.5
Java the Hop;American IPA;6.5
Next Adventure Black IPA;American Black Ale;6.2
3-Way IPA (2013);American IPA;6.7
Tender Loving Empire NWPA;American Pale Ale (APA);5.8
Quick Wit Belgianesque Ale;Witbier;5.2
Sunrise Oatmeal Pale Ale;American Pale Ale (APA);5.5
Cavatica Stout;American Double / Imperial Stout;8.8
1811 Lager;American Amber / Red Lager;5.1
Vortex IPA;American IPA;7.400000000000001
Fort Pitt Ale;American Amber / Red Ale;0.0
Park;American Pale Wheat Ale;4.7
Westfalia;American Amber / Red Ale;5.6
KSA;Kölsch;4.6
Villager;American IPA;6.3
Dirty Bastard;Scotch Ale / Wee Heavy;8.5
Centennial IPA;American IPA;7.200000000000001
All Day IPA;American IPA;4.7
El Chingon IPA;American IPA;7.6
Block Party Robust Porter;American Porter;5.7
Local Buzz;American Blonde Ale;5.2
Feel Like Maplin' Love;Oatmeal Stout;5.5
Father's Beer;Belgian Pale Ale;5.0
The 26th;American IPA;6.0
The Gadget;American IPA;6.4
Leprechaun Lager;American Pale Lager;4.0
Sunbru Kölsch;Kölsch;5.2
Kilt Lifter Scottish-Style Ale;;6.0
Pumpkin Porter;American Porter;5.1
Four Peaks Peach Ale;Fruit / Vegetable Beer;4.2
Hop Knot IPA;American IPA;6.7
Kilt Lifter Scottish-Style Ale (2009);Scottish Ale;6.0
Sunbru Kölsch;Kölsch;5.2
Four String Vanilla Porter;American Porter;6.0
Suncaster Summer Wheat;American Pale Wheat Ale;5.0
Brass Knuckle Pale Ale;American Pale Ale (APA);5.7
Big Star White IPA;American White IPA;7.000000000000001
Old Detroit;American Amber / Red Ale;5.6
Batch 69 IPA;American IPA;6.9
Twisted Helles Summer Lager;Munich Helles Lager;5.5
OktoberFiesta;;5.3
Texicali;American Brown Ale;6.5
Pinata Protest;Witbier;6.0
Bat Outta Helles;Munich Helles Lager;4.2
Original;American Amber / Red Ale;6.800000000000001
Rye Wit;Witbier;4.2
Soul Doubt;American IPA;5.9
Yo Soy Un Berliner;Berliner Weissbier;4.4
77 Fremont Select Spring Session IPA;American IPA;4.0
Fremont Organic Pale Ale;American Pale Ale (APA);4.5
Abominable Ale;English Strong Ale;8.0
Harvest Ale;Saison / Farmhouse Ale;6.5
Fremont Summer Ale;American Pale Ale (APA);6.5
Universale Pale Ale;American Pale Ale (APA);5.6
Interurban IPA;American IPA;6.5
Gateway Kolsch Style Ale;Kölsch;5.3
Wee-Heavy-Er Scotch Ale;Scotch Ale / Wee Heavy;7.000000000000001
13 Rebels ESB;Extra Special / Strong Bitter (ESB);5.2
Salamander Slam;American IPA;7.000000000000001
Cack-A-Lacky;American Pale Ale (APA);5.0
No Wake IPA;American IPA;7.200000000000001
Boathouse Blonde;American Blonde Ale;4.9
Cedar Point;American Amber / Red Ale;5.0
Clean Shave IPA;American IPA;6.7
Might As Well IPL;American Pale Lager;7.200000000000001
Saison Pamplemousse;Saison / Farmhouse Ale;5.8
2020 IPA;American IPA;7.400000000000001
Wolf Among Weeds IPA;American IPA;8.0
Better Weather IPA;American IPA;9.4
Point the Way IPA;American IPA;5.9
Golden Road Hefeweizen;Hefeweizen;4.6
Heal the Bay IPA;American IPA;6.800000000000001
Point the Way IPA;American IPA;5.9
Cabrillo Kölsch;Kölsch;5.0
Get Up Offa That Brown;American Brown Ale;5.5
Burning Bush Smoked IPA;American IPA;8.0
Wolf Among Weeds IPA (2012);American IPA;8.0
Point the Way IPA (2012);American IPA;5.9
Golden Road Hefeweizen (2012);Hefeweizen;4.6
Vanilla Porter;American Porter;7.000000000000001
Descender IPA;American IPA;7.000000000000001
Sweet As Pacific Ale;American Pale Wheat Ale;6.0
Good People Pale Ale;American Pale Ale (APA);5.6
Snake Handler Double IPA;American Double / Imperial IPA;9.3
Coffee Oatmeal Stout;Oatmeal Stout;6.0
Good People IPA;American IPA;6.0
Good People American Brown Ale;American Brown Ale;5.8
Mountain Rescue Pale Ale;American Pale Ale (APA);5.5
Goose Island India Pale Ale;American IPA;5.9
312 Urban Pale Ale;American Pale Ale (APA);5.4
312 Urban Pale Ale;American Pale Ale (APA);5.4
312 Urban Wheat Ale;American Pale Wheat Ale;4.2
312 Urban Wheat Ale;American Pale Wheat Ale;4.2
312 Urban Wheat Ale (2012);American Pale Wheat Ale;4.2
Beaver Logger;American Pale Lager;5.2
White Water Wheat;American Pale Wheat Ale;5.0
Grand Canyon American Pilsner;American Pilsner;5.2
Grand Canyon Sunset Amber Ale;American Amber / Red Ale;5.4
Black Iron India Pale Ale;American IPA;0.0
Monarch Classic American Wheat;American Pale Wheat Ale;4.3
Sir William's English Brown Ale;English Brown Ale;4.9
Lakefire Rye Pale Ale;American Pale Ale (APA);5.5
Beer Agent Re-Ignition;American Blonde Ale;5.3
Cherry Ale;Fruit / Vegetable Beer;5.7
Bourbon Barrel Aged Coconut Porter;American Porter;5.6
Great Crescent IPA;American IPA;6.2
Aurora Lager;Dortmunder / Export Lager;5.7
Great Crescent Blonde Ale;American Blonde Ale;5.3
Great Crescent Coconut Porter;American Porter;5.6
Great Crescent Oktoberfest Lager;Märzen / Oktoberfest;5.7
Great Crescent Brown Ale;American Brown Ale;4.5
Cherry Ale (1);Fruit / Vegetable Beer;5.7
Aurora Lager (2011);Dortmunder / Export Lager;5.7
Frosted Fields Winter Wheat;American Dark Wheat Ale;6.0
Great Crescent Belgian Style Wit;Witbier;5.1
Bourbon's Barrel Stout;American Stout;7.5
Great Crescent Stout;English Stout;8.0
Great Crescent Coconut Porter (2012);American Porter;5.6
Great Crescent Dark Lager;Euro Dark Lager;5.7
Great Crescent Mild Ale;English Dark Mild Ale;4.2
Great Crescent IPA (2011);American IPA;6.2
Great Crescent Blonde Ale (2011);American Blonde Ale;5.3
Denver Pale Ale (Artist Series No. 1);American Pale Ale (APA);5.0
Hibernation Ale;Old Ale;8.7
Whitewater;American Pale Wheat Ale;6.1
Rumble;American IPA;7.1
Orabelle;Tripel;8.3
Lasso;American IPA;5.0
Yeti  Imperial Stout;Russian Imperial Stout;9.5
Colette;Saison / Farmhouse Ale;7.3
Titan IPA;American IPA;7.1
Black Star Double Hopped Golden Lager (24 oz.);American Pale Lager;4.5
Black Star Double Hopped Golden Lager (12 oz.);American Pale Lager;4.5
Commotion APA;American Pale Ale (APA);5.2
Southern Drawl Pale Lager;American Pale Lager;5.2
Chickawawa Lemonale;Fruit / Vegetable Beer;5.0
Barrel Aged Farmer;American Brown Ale;7.000000000000001
Great River Golden Ale;American Blonde Ale;4.8
Dirty Blonde Chocolate Ale;American Blonde Ale;4.8
Dos Pistolas;Vienna Lager;4.8
Owney Irish Style Red Ale;Irish Red Ale;5.0
Aaah Bock Lager;Vienna Lager;6.0
Widespread Wit;Witbier;5.5
Roller Dam Red Ale;Irish Red Ale;5.4
483 Pale Ale;American Pale Ale (APA);5.3
Hop A Potamus Double Dark Rye Pale Ale;Rye Beer;9.0
Farmer Brown Ale;American Brown Ale;7.000000000000001
Big Cock IPA;American IPA;7.000000000000001
Oktoberfest;Märzen / Oktoberfest;5.9
40th Annual Bix Street Fest Copper Ale (Current);American Amber / Red Ale;4.8
Redband Stout;American Stout;6.0
483 Pale Ale (2010);American Pale Ale (APA);5.3
Roller Dam Red Ale (2010);Irish Red Ale;5.4
Pablo Beach Pale Ale;American Pale Ale (APA);5.0
Wild Trail Pale Ale;American Pale Ale (APA);5.7
Mothman Black IPA;American Black Ale;6.7
Autumn Winds Fest Beer;Märzen / Oktoberfest;5.8
Captain's Daughter;American Double / Imperial IPA;8.5
Autumn Winds;Märzen / Oktoberfest;5.8
Flying Jenny Extra Pale Ale;American Pale Ale (APA);6.0
Hazy Day Belgian-Style Wit;Witbier;4.0
Bring Back the Beach Blonde Ale;American Blonde Ale;5.5
Leaning Chimney Smoked Porter;American Porter;6.0
Flying Jenny Extra Pale Ale (2012);American Pale Ale (APA);6.0
Flagship Ale;Cream Ale;4.9
Mr. Blue Sky;American Pale Wheat Ale;4.5
3 Scrooges;Winter Warmer;6.5
Screamin’ Pumpkin;Pumpkin Ale;5.0
Grand Trunk Bohemian Pils;Czech Pilsener;5.0
El Rojo;American Amber / Red Ale;6.5
Norm's Raggedy Ass IPA;American IPA;7.5
Grind Line;American Pale Ale (APA);5.0
Norm's Gateway IPA;American IPA;4.0
Lemon Shandy Tripel;Tripel;9.0
Little Red Cap;Altbier;6.3
Supergoose IPA;American IPA;6.9
Hale's Pale American Ale;American Pale Ale (APA);4.7
Heyoka IPA;American IPA;7.000000000000001
Guest Lager;American Double / Imperial Pilsner;8.0
Pony Pilsner;German Pilsener;5.7
Akari Shogun American Wheat Ale;American Pale Wheat Ale;5.5
Meat Wave;English India Pale Ale (IPA);6.0
Over Ale;American Brown Ale;6.0
Gossamer Golden Ale;American Blonde Ale;4.2
Daisy Cutter Pale Ale;American Pale Ale (APA);5.2
Pursuit;American IPA;7.000000000000001
Half Full Bright Ale;American Blonde Ale;5.2
Orange Wheat;Fruit / Vegetable Beer;4.6
Hangar 24 Helles Lager;Munich Helles Lager;4.3
The Great Return;American IPA;7.5
Hardywood Cream Ale;Cream Ale;4.4
Capital Trail Pale Ale;American Pale Ale (APA);5.6
UFO Gingerland;Herbed / Spiced Beer;5.2
The Long Thaw White IPA;American White IPA;6.2
Honey Cider;Cider;4.8
Harpoon Summer Beer;Kölsch;5.0
Harpoon IPA;American IPA;5.9
Grapefruit Jungle (GFJ);American IPA;7.5
Osiris Pale Ale;American Pale Ale (APA);5.6
Bourbon Barrel Aged Timmie;Russian Imperial Stout;9.9
Stupid Sexy Flanders;Flanders Oud Bruin;6.3
Bourbon Barrel Cowbell;American Porter;0.0
Popcorn Pilsner;German Pilsener;5.4
Ring of Dingle;Irish Dry Stout;7.1
Bourbon Barrel Wee Mac;Scottish Ale;5.4
Bourbon Barrel Johan;English Barleywine;9.9
The Deuce;American Brown Ale;7.000000000000001
The Velvet Fog;Quadrupel (Quad);9.0
Sun King Oktoberfest;Märzen / Oktoberfest;5.5
Indianapolis Indians Lager;Dortmunder / Export Lager;5.2
Indians Victory Lager (2012);Dortmunder / Export Lager;5.2
Chaka;Belgian Strong Pale Ale;8.0
Isis;American Double / Imperial IPA;9.1
Wee Muckle (2011);Scotch Ale / Wee Heavy;9.0
Grapefruit Jungle (GFJ) (2011);American IPA;7.5
Sun King Oktoberfest (2011);Märzen / Oktoberfest;5.5
Johan the Barleywine;English Barleywine;9.9
Wee Mac Scottish-Style Ale;Scottish Ale;5.4
Sunlight Cream Ale;Cream Ale;5.3
Osiris Pale Ale (2010);American Pale Ale (APA);5.6
Dam Lager;American Amber / Red Lager;4.5
Red Clay IPA;American IPA;7.000000000000001
Todd the Axe Man;American IPA;7.200000000000001
Doomtree;Extra Special / Strong Bitter (ESB);5.7
BLAKKR;American Black Ale;9.9
Overrated! West Coast Style IPA;American IPA;7.3
WET;American IPA;7.5
Bitter Brewer;English Bitter;4.0
SurlyFest;Rye Beer;5.5
Coffee Bender;American Brown Ale;5.1
Bender;American Brown Ale;5.1
Abrasive Ale;American Double / Imperial IPA;9.7
Hell;Keller Bier / Zwickel Bier;5.1
CynicAle;Saison / Farmhouse Ale;6.7
Furious;American IPA;6.2
Big Nose;American IPA;7.3
Cotton Mouth;Witbier;5.0
Stump Knocker Pale Ale;American Pale Ale (APA);5.6
Midnight Oil;Oatmeal Stout;5.0
Wild Night;Cream Ale;5.9
Bermuda Triangle Ginger Beer;Herbed / Spiced Beer;4.5
Take Two Pils;German Pilsener;5.5
Waterkeeper;Hefeweizen;5.7
SweetWater IPA;American IPA;6.4
420 Extra Pale Ale;American Pale Ale (APA);5.4
Dodgy Knight Imperial IPA;American Double / Imperial IPA;8.0
TailGate Saison;Saison / Farmhouse Ale;5.0
TailGate IPA;American IPA;5.0
TailGate IPA;American IPA;5.0
TailGate Hefeweizen;Hefeweizen;4.9
Blacktop Blonde;American Blonde Ale;5.0
Blacktop Blonde;American Blonde Ale;5.0
TailGate Hefeweizen;Hefeweizen;4.9
Wooden Rooster;Tripel;8.5
Ginger Peach Saison;Saison / Farmhouse Ale;4.8
Zombie Monkie;American Porter;6.2
Wild Plum Farmhouse Ale;Saison / Farmhouse Ale;5.6
Vanilla Bean Buffalo Sweat;Oatmeal Stout;5.0
Ethos IPA;American IPA;6.800000000000001
Tallgrass Pub Ale;American Brown Ale;4.4
Oasis;Extra Special / Strong Bitter (ESB);7.200000000000001
Buffalo Sweat;Milk / Sweet Stout;5.0
Halcyon Unfiltered Wheat;American Pale Wheat Ale;5.0
8-Bit Pale Ale;American Pale Ale (APA);5.2
Velvet Rooster;Tripel;8.5
Halcyon Unfiltered Wheat;American Pale Wheat Ale;5.0
Köld Lager (2010);German Pilsener;5.0
Oasis (2010);American Double / Imperial IPA;7.200000000000001
Tallgrass Ale;American Brown Ale;4.4
Buffalo Sweat (2010);Milk / Sweet Stout;5.0
Tallgrass IPA;American IPA;6.3
Hat Trick Hop IPA;American IPA;6.800000000000001
Yard Sale Amber Ale;American Amber / Red Ale;5.6
Loafin Bräu;Altbier;5.5
Old Elephant Foot IPA;American IPA;7.000000000000001
Peck's Porter;American Porter;6.5
Reactor;American IPA;7.000000000000001
Mr. Orange;Witbier;5.7
Deduction;Dubbel;8.0
Face Down Brown Ale;American Brown Ale;5.7
Tempter IPA;American IPA;6.4
Bridal Veil Rye Pale Ale;American Pale Ale (APA);5.5
Smittytown;Extra Special / Strong Bitter (ESB);4.8
Greenwood Beach;Fruit / Vegetable Beer;4.0
Gatecrasher;English India Pale Ale (IPA);6.6000000000000005
RecreationAle;American Pale Ale (APA);4.7
First Stand;Saison / Farmhouse Ale;5.5
Battle LIne;American Brown Ale;6.3
Broken Bridge;Dunkelweizen;5.6
Brutus;English India Pale Ale (IPA);7.1
Petit Mutant;American Wild Ale;6.0
The Crusher;American Double / Imperial IPA;9.6
Beelzebub;American Double / Imperial Stout;8.0
Focal Banger;American IPA;7.000000000000001
Heady Topper;American Double / Imperial IPA;8.0
Heady Topper;American Double / Imperial IPA;8.0
Bomber Mountain Amber Ale (2013);American Amber / Red Ale;4.6
Indian Paintbrush IPA;American IPA;7.000000000000001
Saddle Bronc Brown Ale (2013);English Brown Ale;4.8
Wagon Box Wheat Beer;American Pale Wheat Ale;5.9
Birdhouse Pale Ale;Belgian Pale Ale;5.0
Ozzy;Belgian Pale Ale;7.3
Resurrection;Dubbel;7.000000000000001
Bronx Summer Pale Ale;American Pale Ale (APA);5.2
Bronx Black Pale Ale;American Black Ale;5.7
Bronx Pale Ale;American Pale Ale (APA);6.3
Surfrider;American Pale Ale (APA);5.2
Kolschtal Eddy;Kölsch;5.5
South Bay Session IPA;American IPA;5.0
Grandma's Pecan;English Brown Ale;6.9
Double Trunk;American Double / Imperial IPA;9.9
Just IPA;American IPA;4.6
Lionshead;American Pilsner;4.5
Manhattan Gold Lager (1990);American Amber / Red Lager;0.0
G. B. Russo’s Italian Pistachio Pale Ale;American Pale Ale (APA);5.2
Northern Hawk Owl Amber;American Amber / Red Ale;5.8
CEO Stout;American Stout;5.9
Will Power Pale Ale;American Pale Ale (APA);4.7
Curious Traveler Shandy;Shandy;4.4
Hunny Do Wheat;American Pale Wheat Ale;4.8
Three Way Pale Ale;American Pale Ale (APA);5.2
Rise to the Top;Cream Ale;4.1
Lost Trout Brown Ale;American Brown Ale;4.9
Watermelon Ale;Fruit / Vegetable Beer;5.1
Knotty Blonde Ale;American Blonde Ale;4.0
Fivepine Chocolate Porter;American Porter;6.2
Hoodoo Voodoo IPA;American IPA;6.2
Hydraulion Red;Irish Red Ale;5.3
40 Mile IPA;American IPA;6.0
Citra Faced;American Pale Wheat Ale;5.5
Pole Barn Stout;Oatmeal Stout;5.5
Pale;American Pale Ale (APA);5.4
Yoshi's Nectar;California Common / Steam Beer;5.3
Leatherhead Red;American Amber / Red Ale;5.2
Cropduster Mid-American IPA;American IPA;6.5
Golden Frau Honey Wheat;Braggot;7.5
Cornstalker Dark Wheat;American Dark Wheat Ale;0.0
Cafe Leche;American Porter;5.8
Damascene Apricot Sour;Fruit / Vegetable Beer;5.2
Csar;Russian Imperial Stout;12.0
Klingon Warnog Roggen Dunkel;Roggenbier;5.5
Overlord Imperial IPA;American Double / Imperial IPA;8.5
Alloy;American IPA;5.8
Rivet Irish Red Ale;Irish Red Ale;5.1
3 Gear Robust Porter;American Porter;5.2
Circuit Bohemian Pilsner;Czech Pilsener;4.5
Turnrow Harvest Ale;American Blonde Ale;5.5
Juke Joint IPA;American IPA;7.000000000000001
Parade Ground Coffee Porter;American Porter;7.000000000000001
Tin Roof Watermelon Wheat;Fruit / Vegetable Beer;5.0
Tin Roof Blonde Ale;American Blonde Ale;4.5
Voodoo Bengal Pale Ale;American Pale Ale (APA);5.5
Perfect Tin Amber;American Amber / Red Ale;4.5
